date,day_of_week,month,year,shift,total_arrivals,staff_on_duty,crowding_ratio,avg_wait_min,avg_los_min,admitted,discharged,left_without_seen,transferred,readmit_rate,triage_critical,triage_urgent,triage_semi_urgent,triage_non_urgent,patient_satisfaction,insured_rate,primary_diagnosis,is_holiday,is_surge_event
2023-07-14,Friday,July,2023,Night,110,18,0.94,74.0,120.1,32,53,6,19,0.086,3,17,53,32,8.0,0.68,Neurological,0,0
2023-07-15,Saturday,July,2023,Evening,80,16,0.77,62.5,161.2,16,48,7,9,0.079,1,14,34,21,7.0,0.51,Other,0,0
2023-07-16,Sunday,July,2023,Night,49,19,0.4,42.2,93.6,10,31,1,7,0.043,1,9,21,15,7.6,0.65,Abdominal,0,0
2023-07-17,Monday,July,2023,Night,114,16,1.1,77.6,182.5,32,69,13,0,0.069,4,19,54,30,6.9,0.75,Other,0,0
2023-07-18,Tuesday,July,2023,Evening,122,14,1.34,86.3,205.7,24,69,12,17,0.077,3,18,57,45,5.9,0.75,Other,0,0
2023-07-19,Wednesday,July,2023,Evening,125,13,1.48,83.5,134.6,26,66,17,16,0.093,4,20,48,43,6.5,0.6,Abdominal,0,0
2023-07-20,Thursday,July,2023,Day,116,13,1.37,83.9,158.9,22,70,14,10,0.081,3,20,50,31,6.3,0.58,Abdominal,0,0
2023-07-21,Friday,July,2023,Evening,114,17,1.03,81.9,159.3,27,71,12,4,0.091,5,23,44,28,6.7,0.72,Other,0,0
2023-07-22,Saturday,July,2023,Evening,76,22,0.53,29.2,46.3,14,43,6,13,0.053,3,13,30,21,7.7,0.59,Trauma,0,0
2023-07-23,Sunday,July,2023,Evening,62,20,0.48,31.6,72.5,16,38,3,5,0.056,2,12,25,16,9.3,0.51,Cardiac,0,0
2023-07-24,Monday,July,2023,Evening,181,18,1.55,91.8,190.5,36,92,23,30,0.099,5,36,69,52,5.8,0.71,Trauma,0,1
2023-07-25,Tuesday,July,2023,Day,144,18,1.23,94.8,205.1,27,90,18,9,0.073,7,26,70,45,5.1,0.72,Neurological,0,0
2023-07-26,Wednesday,July,2023,Evening,116,21,0.85,84.5,159.7,19,59,6,32,0.056,6,24,55,41,6.2,0.59,Trauma,0,0
2023-07-27,Thursday,July,2023,Day,99,14,1.09,61.9,138.0,28,52,11,8,0.09,4,20,48,28,7.0,0.7,Neurological,0,0
2023-07-28,Friday,July,2023,Evening,115,22,0.8,62.0,111.7,28,56,6,25,0.077,6,21,56,38,6.3,0.65,Neurological,0,0
2023-07-29,Saturday,July,2023,Day,72,13,0.85,56.9,167.4,17,38,4,13,0.078,4,12,34,22,6.5,0.56,Respiratory,0,0
2023-07-30,Sunday,July,2023,Evening,67,16,0.64,56.6,101.6,19,39,3,6,0.075,3,12,26,22,6.6,0.62,Abdominal,0,0
2023-07-31,Monday,July,2023,Day,109,16,1.05,73.0,120.3,22,65,11,11,0.087,6,15,47,38,6.9,0.69,Respiratory,0,0
2023-08-01,Tuesday,August,2023,Evening,141,21,1.03,76.1,104.5,25,91,17,8,0.067,8,30,62,49,7.0,0.75,Neurological,0,0
2023-08-02,Wednesday,August,2023,Day,113,18,0.97,65.2,121.9,31,75,7,0,0.088,2,20,49,31,7.3,0.72,Respiratory,0,0
2023-08-03,Thursday,August,2023,Day,107,18,0.91,66.9,133.5,25,64,7,11,0.087,3,20,46,32,7.1,0.6,Cardiac,0,0
2023-08-04,Friday,August,2023,Day,175,19,1.42,75.8,114.0,30,88,16,41,0.096,6,33,66,57,6.9,0.69,Trauma,0,1
2023-08-05,Saturday,August,2023,Evening,87,19,0.7,45.1,86.9,24,45,7,11,0.065,4,15,36,23,7.2,0.64,Abdominal,0,0
2023-08-06,Sunday,August,2023,Evening,63,18,0.54,34.3,65.4,18,36,1,8,0.058,1,9,29,20,7.5,0.55,Cardiac,0,0
2023-08-07,Monday,August,2023,Day,116,17,1.05,76.3,134.9,28,74,10,4,0.07,3,23,46,36,6.4,0.68,Other,0,0
2023-08-08,Tuesday,August,2023,Evening,141,15,1.45,91.4,150.7,25,83,18,15,0.095,6,28,70,51,6.2,0.62,Psychiatric,0,0
2023-08-09,Wednesday,August,2023,Day,111,16,1.07,51.3,87.2,26,71,9,5,0.069,3,20,55,32,7.7,0.66,Trauma,0,0
2023-08-10,Thursday,August,2023,Day,122,16,1.17,76.2,142.1,33,59,15,15,0.068,3,20,60,39,6.8,0.56,Neurological,0,0
2023-08-11,Friday,August,2023,Day,108,19,0.87,56.9,91.3,26,56,6,20,0.078,5,24,48,37,7.1,0.63,Cardiac,0,0
2023-08-12,Saturday,August,2023,Day,76,18,0.65,57.5,88.4,17,50,6,3,0.071,3,16,34,28,6.8,0.66,Cardiac,0,0
2023-08-13,Sunday,August,2023,Night,68,20,0.52,52.1,95.2,19,37,3,9,0.074,3,12,26,24,7.1,0.48,Trauma,0,0
2023-08-14,Monday,August,2023,Evening,111,16,1.07,82.5,207.3,19,65,9,18,0.084,2,25,54,37,6.5,0.67,Other,0,0
2023-08-15,Tuesday,August,2023,Day,121,11,1.69,102.4,170.5,28,67,19,7,0.1,6,24,50,44,7.2,0.67,Respiratory,0,0
2023-08-16,Wednesday,August,2023,Evening,127,21,0.93,64.3,132.3,31,80,9,7,0.084,3,21,60,44,7.1,0.73,Trauma,0,0
2023-08-17,Thursday,August,2023,Evening,104,17,0.94,64.0,114.4,20,50,7,27,0.074,2,22,41,26,7.0,0.64,Cardiac,0,0
2023-08-18,Friday,August,2023,Day,105,18,0.9,61.1,139.1,30,69,5,1,0.071,2,20,41,35,7.4,0.56,Cardiac,0,0
2023-08-19,Saturday,August,2023,Day,85,13,1.01,94.2,202.6,17,47,7,14,0.084,4,19,42,25,7.2,0.58,Trauma,0,0
2023-08-20,Sunday,August,2023,Evening,67,19,0.54,60.3,141.2,18,43,5,1,0.059,3,10,28,19,8.0,0.62,Trauma,0,0
2023-08-21,Monday,August,2023,Day,122,21,0.89,68.3,128.0,30,71,8,13,0.067,5,26,54,40,6.1,0.73,Abdominal,0,0
2023-08-22,Tuesday,August,2023,Night,129,13,1.53,108.6,238.8,35,72,17,5,0.077,4,24,53,39,5.9,0.58,Neurological,0,0
2023-08-23,Wednesday,August,2023,Day,137,24,0.88,53.0,94.3,34,77,14,12,0.085,5,20,59,49,7.2,0.58,Trauma,0,0
2023-08-24,Thursday,August,2023,Evening,105,18,0.9,67.4,131.6,27,52,9,17,0.067,4,22,47,38,7.2,0.69,Respiratory,0,0
2023-08-25,Friday,August,2023,Night,127,17,1.15,87.9,215.9,33,73,15,6,0.089,7,20,63,43,7.6,0.74,Neurological,0,0
2023-08-26,Saturday,August,2023,Evening,74,22,0.52,52.9,132.7,22,37,5,10,0.064,1,17,32,25,7.0,0.6,Trauma,0,0
2023-08-27,Sunday,August,2023,Day,55,20,0.42,27.6,30.1,15,30,2,8,0.072,3,8,26,14,8.6,0.66,Other,0,0
2023-08-28,Monday,August,2023,Night,118,17,1.07,67.5,158.2,20,79,12,7,0.082,4,20,51,30,6.5,0.59,Psychiatric,0,0
2023-08-29,Tuesday,August,2023,Day,124,14,1.36,67.9,169.8,35,65,13,11,0.086,4,21,59,45,6.3,0.66,Cardiac,0,0
2023-08-30,Wednesday,August,2023,Evening,131,17,1.19,72.3,124.0,35,80,16,0,0.082,6,30,61,49,7.0,0.72,Psychiatric,0,0
2023-08-31,Thursday,August,2023,Evening,96,16,0.92,64.9,96.2,18,60,6,12,0.08,5,23,44,28,6.5,0.59,Abdominal,0,0
2023-09-01,Friday,September,2023,Evening,125,21,0.92,76.1,146.5,21,79,9,16,0.076,7,29,48,45,6.1,0.72,Trauma,0,0
2023-09-02,Saturday,September,2023,Night,78,22,0.55,55.1,111.5,18,44,3,13,0.068,2,14,32,22,7.7,0.59,Neurological,0,0
2023-09-03,Sunday,September,2023,Night,65,16,0.62,37.9,105.4,18,35,3,9,0.069,2,15,26,22,9.6,0.65,Abdominal,0,0
2023-09-04,Monday,September,2023,Day,119,16,1.14,91.0,103.8,24,77,12,6,0.083,3,18,50,37,5.3,0.7,Respiratory,0,0
2023-09-05,Tuesday,September,2023,Day,138,15,1.42,77.3,152.3,23,90,14,11,0.074,7,26,67,34,5.5,0.72,Trauma,0,0
2023-09-06,Wednesday,September,2023,Day,146,20,1.12,68.6,113.2,28,98,18,2,0.084,5,25,61,42,7.9,0.59,Other,0,0
2023-09-07,Thursday,September,2023,Day,128,23,0.86,81.9,146.2,32,67,8,21,0.064,2,22,48,41,6.9,0.68,Neurological,0,0
2023-09-08,Friday,September,2023,Night,120,20,0.92,76.5,179.1,28,58,11,23,0.086,5,27,56,40,6.8,0.72,Psychiatric,0,0
2023-09-09,Saturday,September,2023,Day,73,20,0.56,35.3,91.9,20,44,4,5,0.07,2,12,36,26,9.0,0.47,Other,0,0
2023-09-10,Sunday,September,2023,Evening,62,15,0.64,61.2,117.6,16,35,2,9,0.05,2,14,29,20,7.2,0.65,Cardiac,0,0
2023-09-11,Monday,September,2023,Day,122,20,0.94,63.0,165.3,34,74,8,6,0.076,6,19,55,34,8.4,0.7,Respiratory,0,0
2023-09-12,Tuesday,September,2023,Day,151,18,1.29,74.2,94.6,30,89,17,15,0.074,3,21,63,51,8.1,0.68,Trauma,0,0
2023-09-13,Wednesday,September,2023,Day,116,21,0.85,77.9,184.4,28,71,6,11,0.073,6,20,57,36,6.5,0.6,Cardiac,0,0
2023-09-14,Thursday,September,2023,Night,99,17,0.9,61.8,158.6,22,59,10,8,0.072,2,16,44,28,7.6,0.73,Cardiac,0,0
2023-09-15,Friday,September,2023,Day,108,25,0.66,45.1,63.4,24,68,4,12,0.074,6,20,45,33,8.4,0.69,Neurological,0,0
2023-09-16,Saturday,September,2023,Evening,83,20,0.64,50.6,121.4,22,53,4,4,0.059,2,18,36,29,8.0,0.58,Cardiac,0,0
2023-09-17,Sunday,September,2023,Evening,59,22,0.41,31.1,51.1,12,33,3,11,0.047,1,8,25,21,8.7,0.56,Respiratory,0,0
2023-09-18,Monday,September,2023,Day,125,17,1.13,86.3,173.5,35,69,13,8,0.084,4,24,58,45,5.9,0.63,Neurological,0,0
2023-09-19,Tuesday,September,2023,Evening,129,14,1.42,91.2,217.0,28,64,19,18,0.075,4,25,59,45,5.7,0.72,Trauma,0,0
2023-09-20,Wednesday,September,2023,Night,123,20,0.95,80.4,152.9,21,67,11,24,0.082,4,26,50,34,6.2,0.65,Other,0,0
2023-09-21,Thursday,September,2023,Day,110,16,1.06,77.9,144.7,26,53,13,18,0.067,6,19,48,34,5.4,0.68,Other,0,0
2023-09-22,Friday,September,2023,Night,127,19,1.03,75.0,152.9,23,62,13,29,0.075,7,26,61,47,6.4,0.65,Other,0,0
2023-09-23,Saturday,September,2023,Night,78,21,0.57,44.8,84.2,17,44,3,14,0.074,3,13,31,20,8.4,0.67,Respiratory,0,0
2023-09-24,Sunday,September,2023,Night,67,19,0.54,53.6,114.5,14,42,2,9,0.054,2,11,27,17,6.8,0.51,Abdominal,0,0
2023-09-25,Monday,September,2023,Night,181,20,1.39,95.8,245.8,33,93,22,33,0.097,7,40,80,47,5.7,0.65,Other,0,1
2023-09-26,Tuesday,September,2023,Day,131,19,1.06,56.8,128.6,29,64,10,28,0.076,7,27,51,43,7.6,0.57,Other,0,0
2023-09-27,Wednesday,September,2023,Night,113,18,0.97,65.4,140.5,28,67,8,10,0.087,5,25,53,35,7.0,0.61,Trauma,0,0
2023-09-28,Thursday,September,2023,Day,121,19,0.98,56.7,120.4,31,82,9,0,0.067,3,26,53,35,7.5,0.73,Other,0,0
2023-09-29,Friday,September,2023,Evening,116,19,0.94,74.4,101.1,27,56,8,25,0.076,4,20,44,34,5.8,0.7,Cardiac,0,0
2023-09-30,Saturday,September,2023,Evening,78,21,0.57,40.0,82.4,18,37,6,17,0.077,3,12,35,21,8.4,0.53,Respiratory,0,0
2023-10-01,Sunday,October,2023,Evening,72,16,0.69,47.3,98.2,19,38,6,9,0.056,3,15,29,20,6.9,0.67,Psychiatric,0,0
2023-10-02,Monday,October,2023,Day,135,15,1.38,73.4,156.2,27,66,14,28,0.099,4,25,55,42,7.3,0.6,Neurological,0,0
2023-10-03,Tuesday,October,2023,Day,154,12,1.97,120.4,254.4,31,76,27,20,0.091,8,35,67,56,5.0,0.59,Respiratory,0,0
2023-10-04,Wednesday,October,2023,Night,129,19,1.04,82.5,113.0,28,72,13,16,0.074,3,24,64,46,6.2,0.66,Psychiatric,0,0
2023-10-05,Thursday,October,2023,Day,124,19,1.0,65.7,129.5,36,71,7,10,0.063,5,18,51,44,6.4,0.66,Respiratory,0,0
2023-10-06,Friday,October,2023,Evening,149,23,1.0,81.1,110.3,30,92,9,18,0.085,4,34,71,56,5.9,0.67,Trauma,0,0
2023-10-07,Saturday,October,2023,Evening,92,19,0.74,45.1,87.3,24,50,7,11,0.074,5,13,36,23,7.4,0.62,Other,0,0
2023-10-08,Sunday,October,2023,Evening,77,17,0.7,54.0,101.5,21,48,5,3,0.058,2,11,33,25,7.1,0.53,Other,0,0
2023-10-09,Monday,October,2023,Day,157,14,1.73,96.6,210.9,40,100,20,0,0.096,4,26,72,51,6.8,0.72,Cardiac,0,0
2023-10-10,Tuesday,October,2023,Day,167,16,1.61,96.9,250.2,31,80,17,39,0.089,7,23,75,55,5.4,0.62,Trauma,0,0
2023-10-11,Wednesday,October,2023,Evening,135,18,1.15,99.1,208.4,28,91,11,5,0.09,5,28,63,45,5.3,0.74,Other,0,0
2023-10-12,Thursday,October,2023,Day,152,17,1.38,79.5,162.2,38,82,17,15,0.087,8,24,63,45,5.7,0.66,Trauma,0,0
2023-10-13,Friday,October,2023,Evening,164,18,1.4,104.1,264.4,47,103,20,0,0.093,9,30,79,41,5.6,0.6,Abdominal,0,0
2023-10-14,Saturday,October,2023,Evening,111,20,0.85,64.7,119.6,32,53,5,21,0.07,6,21,50,37,7.2,0.65,Trauma,0,1
2023-10-15,Sunday,October,2023,Day,61,14,0.67,49.9,93.1,11,39,5,6,0.057,3,12,26,16,8.2,0.58,Cardiac,0,0
2023-10-16,Monday,October,2023,Night,136,12,1.74,103.5,190.4,24,73,20,19,0.088,5,23,65,36,6.0,0.68,Neurological,0,0
2023-10-17,Tuesday,October,2023,Day,154,12,1.97,92.9,99.6,43,94,23,0,0.091,8,30,67,51,4.5,0.65,Other,0,0
2023-10-18,Wednesday,October,2023,Day,131,11,1.83,105.9,189.9,24,64,19,24,0.101,7,24,62,45,7.0,0.73,Abdominal,0,0
2023-10-19,Thursday,October,2023,Day,143,11,2.0,111.0,224.5,32,85,18,8,0.099,6,30,60,41,5.5,0.7,Respiratory,0,0
2023-10-20,Friday,October,2023,Day,138,9,2.36,134.7,324.5,38,71,24,5,0.122,4,30,58,37,4.3,0.72,Cardiac,0,0
2023-10-21,Saturday,October,2023,Evening,102,11,1.43,92.4,234.6,19,55,14,14,0.075,3,20,39,33,6.6,0.59,Respiratory,0,0
2023-10-22,Sunday,October,2023,Evening,76,13,0.9,72.3,164.6,18,41,5,12,0.072,2,12,33,28,7.5,0.51,Psychiatric,0,0
2023-10-23,Monday,October,2023,Day,164,18,1.4,79.8,164.2,46,108,24,0,0.088,5,35,65,45,5.9,0.72,Other,0,0
2023-10-24,Tuesday,October,2023,Evening,144,17,1.3,76.3,172.6,39,73,18,14,0.086,7,20,57,46,6.1,0.56,Respiratory,0,0
2023-10-25,Wednesday,October,2023,Night,134,23,0.9,82.7,163.9,23,74,7,30,0.086,2,27,55,41,5.9,0.67,Respiratory,0,0
2023-10-26,Thursday,October,2023,Day,133,17,1.2,50.2,92.9,38,70,10,15,0.079,5,26,61,38,6.8,0.64,Other,0,0
2023-10-27,Friday,October,2023,Day,189,14,2.08,96.6,199.6,48,107,32,2,0.112,4,32,75,58,5.4,0.69,Trauma,0,1
2023-10-28,Saturday,October,2023,Evening,101,20,0.78,64.6,94.1,27,51,9,14,0.056,5,23,40,36,6.9,0.67,Cardiac,0,0
2023-10-29,Sunday,October,2023,Evening,78,19,0.63,43.5,94.1,22,50,4,2,0.064,3,15,38,24,7.6,0.58,Respiratory,0,0
2023-10-30,Monday,October,2023,Night,203,17,1.84,127.6,274.3,39,134,30,0,0.109,11,44,98,67,5.1,0.6,Abdominal,0,1
2023-10-31,Tuesday,October,2023,Evening,157,17,1.42,97.4,188.1,32,100,22,3,0.086,7,36,74,45,5.6,0.63,Cardiac,0,0
2023-11-01,Wednesday,November,2023,Day,153,19,1.24,74.7,170.2,27,77,16,33,0.07,5,36,72,49,7.2,0.66,Trauma,0,0
2023-11-02,Thursday,November,2023,Evening,152,21,1.11,74.2,155.5,38,80,17,17,0.079,6,26,75,41,6.5,0.62,Cardiac,0,0
2023-11-03,Friday,November,2023,Evening,145,21,1.06,76.7,110.7,42,71,9,23,0.065,5,31,60,45,6.8,0.64,Other,0,0
2023-11-04,Saturday,November,2023,Evening,97,18,0.83,60.1,116.9,28,58,5,6,0.06,4,22,40,30,6.1,0.5,Trauma,0,0
2023-11-05,Sunday,November,2023,Day,68,20,0.52,46.1,125.5,16,36,2,14,0.069,1,10,31,19,7.5,0.61,Neurological,0,0
2023-11-06,Monday,November,2023,Evening,151,17,1.37,80.9,183.0,36,101,19,0,0.078,6,25,63,39,5.6,0.66,Trauma,0,0
2023-11-07,Tuesday,November,2023,Night,146,17,1.32,101.4,171.9,30,90,17,9,0.08,5,24,63,46,5.4,0.6,Trauma,0,0
2023-11-08,Wednesday,November,2023,Evening,140,22,0.98,77.0,175.6,38,71,13,18,0.065,3,20,53,43,6.6,0.63,Trauma,0,0
2023-11-09,Thursday,November,2023,Day,181,13,2.14,115.5,211.8,33,97,29,22,0.115,6,39,69,60,5.1,0.68,Abdominal,0,1
2023-11-10,Friday,November,2023,Night,157,22,1.1,77.5,191.1,46,82,15,14,0.082,4,32,76,53,5.3,0.69,Other,0,0
2023-11-11,Saturday,November,2023,Day,91,20,0.7,52.7,88.4,16,60,6,9,0.074,3,13,35,25,7.8,0.65,Psychiatric,0,0
2023-11-12,Sunday,November,2023,Day,69,19,0.56,56.4,89.5,12,38,3,16,0.052,1,16,27,21,6.8,0.54,Psychiatric,0,0
2023-11-13,Monday,November,2023,Day,142,21,1.04,70.9,121.4,42,72,15,13,0.079,4,28,54,44,6.9,0.61,Abdominal,0,0
2023-11-14,Tuesday,November,2023,Night,163,19,1.32,102.0,129.1,36,98,19,10,0.092,6,33,70,60,6.4,0.58,Cardiac,0,0
2023-11-15,Wednesday,November,2023,Day,157,16,1.51,88.0,164.5,46,101,17,0,0.101,7,34,72,59,5.9,0.56,Respiratory,0,0
2023-11-16,Thursday,November,2023,Night,139,20,1.07,87.5,166.3,29,77,16,17,0.065,7,26,54,44,4.6,0.56,Respiratory,0,0
2023-11-17,Friday,November,2023,Day,167,23,1.12,62.7,124.5,36,112,15,4,0.068,5,38,83,52,7.3,0.7,Abdominal,0,0
2023-11-18,Saturday,November,2023,Evening,94,21,0.69,52.4,117.8,19,61,7,7,0.075,2,20,46,31,7.2,0.54,Neurological,0,0
2023-11-19,Sunday,November,2023,Evening,85,18,0.73,43.9,81.5,17,44,4,20,0.07,2,18,37,31,8.2,0.57,Respiratory,0,0
2023-11-20,Monday,November,2023,Evening,141,19,1.14,84.6,133.6,37,87,17,0,0.065,5,33,64,51,5.9,0.56,Respiratory,0,0
2023-11-21,Tuesday,November,2023,Night,159,20,1.22,79.0,117.5,43,102,12,2,0.084,4,26,63,43,5.3,0.73,Trauma,0,0
2023-11-22,Wednesday,November,2023,Night,158,20,1.22,109.7,173.9,47,100,19,0,0.082,7,23,74,59,4.2,0.74,Abdominal,0,0
2023-11-23,Thursday,November,2023,Day,183,20,1.41,91.0,131.3,53,95,19,16,0.102,7,29,81,65,5.8,0.57,Neurological,1,0
2023-11-24,Friday,November,2023,Day,159,19,1.29,92.4,227.9,44,91,18,6,0.071,9,33,77,59,5.6,0.71,Abdominal,0,0
2023-11-25,Saturday,November,2023,Night,109,15,1.12,70.8,137.5,18,64,9,18,0.068,2,24,47,38,7.0,0.66,Respiratory,0,0
2023-11-26,Sunday,November,2023,Day,76,18,0.65,48.4,74.5,13,44,2,17,0.077,4,16,28,27,6.8,0.58,Neurological,0,0
2023-11-27,Monday,November,2023,Night,173,22,1.21,85.4,196.3,31,84,21,37,0.091,5,36,70,58,6.7,0.69,Cardiac,0,0
2023-11-28,Tuesday,November,2023,Day,168,19,1.36,104.0,225.3,39,82,21,26,0.082,3,27,74,55,6.2,0.71,Respiratory,0,0
2023-11-29,Wednesday,November,2023,Day,164,16,1.58,89.2,133.4,33,85,25,21,0.087,6,38,71,42,5.6,0.64,Abdominal,0,0
2023-11-30,Thursday,November,2023,Day,138,20,1.06,78.4,102.8,40,77,9,12,0.067,6,22,65,44,5.4,0.75,Abdominal,0,0
2023-12-01,Friday,December,2023,Evening,173,18,1.48,98.8,178.9,40,97,26,10,0.077,6,27,83,50,4.7,0.69,Abdominal,0,0
2023-12-02,Saturday,December,2023,Day,108,21,0.79,54.2,116.0,26,60,6,16,0.081,4,20,49,34,7.1,0.51,Respiratory,0,0
2023-12-03,Sunday,December,2023,Evening,84,18,0.72,73.8,129.8,16,41,5,22,0.053,3,18,41,31,6.5,0.67,Trauma,0,0
2023-12-04,Monday,December,2023,Evening,182,22,1.27,94.5,211.1,36,90,17,39,0.078,6,27,89,68,6.5,0.69,Other,0,0
2023-12-05,Tuesday,December,2023,Night,206,16,1.98,142.9,334.7,61,104,37,4,0.11,12,31,97,69,4.2,0.55,Respiratory,0,0
2023-12-06,Wednesday,December,2023,Evening,162,18,1.38,91.7,209.8,28,91,23,20,0.086,8,26,67,49,6.2,0.62,Cardiac,0,0
2023-12-07,Thursday,December,2023,Evening,154,19,1.25,78.0,166.6,31,81,12,30,0.091,3,27,72,39,5.8,0.69,Psychiatric,0,0
2023-12-08,Friday,December,2023,Day,145,23,0.97,51.9,82.5,25,83,8,29,0.06,6,25,60,45,7.0,0.6,Abdominal,0,0
2023-12-09,Saturday,December,2023,Day,122,20,0.94,68.5,148.3,21,77,12,12,0.076,4,18,51,31,6.4,0.53,Other,0,0
2023-12-10,Sunday,December,2023,Day,83,17,0.75,44.2,85.1,14,46,3,20,0.067,4,14,33,30,9.0,0.61,Cardiac,0,0
2023-12-11,Monday,December,2023,Day,170,18,1.45,76.8,142.0,39,109,25,0,0.103,5,30,68,58,6.0,0.64,Trauma,0,0
2023-12-12,Tuesday,December,2023,Night,149,18,1.27,106.0,159.1,41,72,16,20,0.073,3,31,67,54,5.5,0.65,Respiratory,0,0
2023-12-13,Wednesday,December,2023,Day,180,16,1.73,88.7,219.2,42,115,26,0,0.107,5,41,79,66,5.9,0.64,Abdominal,0,0
2023-12-14,Thursday,December,2023,Day,179,20,1.38,61.0,138.1,41,118,23,0,0.092,7,35,81,67,6.4,0.6,Abdominal,0,0
2023-12-15,Friday,December,2023,Day,159,13,1.88,82.9,181.1,31,102,22,4,0.113,9,29,77,42,5.8,0.61,Neurological,0,0
2023-12-16,Saturday,December,2023,Night,104,18,0.89,101.9,177.6,17,54,10,23,0.058,4,23,46,37,5.1,0.6,Cardiac,0,0
2023-12-17,Sunday,December,2023,Day,86,18,0.74,67.0,120.2,14,42,4,26,0.078,2,20,35,29,7.1,0.66,Respiratory,0,0
2023-12-18,Monday,December,2023,Day,165,20,1.27,76.2,189.3,35,80,20,30,0.077,8,39,66,56,6.1,0.68,Abdominal,0,0
2023-12-19,Tuesday,December,2023,Day,172,13,2.04,117.5,211.8,39,105,25,3,0.096,8,38,82,48,4.1,0.71,Abdominal,0,0
2023-12-20,Wednesday,December,2023,Day,152,24,0.97,75.6,129.4,28,95,12,17,0.067,5,23,62,43,7.4,0.58,Respiratory,0,0
2023-12-21,Thursday,December,2023,Day,160,18,1.37,89.1,165.9,38,96,19,7,0.085,4,32,71,48,6.4,0.6,Cardiac,0,0
2023-12-22,Friday,December,2023,Evening,156,14,1.71,129.2,188.6,46,78,26,6,0.11,8,34,70,56,3.9,0.72,Neurological,0,0
2023-12-23,Saturday,December,2023,Day,119,21,0.87,50.8,82.8,23,61,10,25,0.072,5,26,54,31,9.1,0.66,Abdominal,0,0
2023-12-24,Sunday,December,2023,Day,90,19,0.73,63.8,137.9,24,43,5,18,0.059,3,20,43,28,6.2,0.48,Abdominal,0,0
2023-12-25,Monday,December,2023,Night,208,19,1.68,112.1,172.0,61,116,26,5,0.09,7,45,82,62,4.4,0.73,Respiratory,1,0
2023-12-26,Tuesday,December,2023,Night,181,18,1.55,99.7,140.4,40,116,22,3,0.1,8,37,87,45,5.1,0.63,Cardiac,0,0
2023-12-27,Wednesday,December,2023,Day,178,20,1.37,93.3,114.7,32,106,17,23,0.084,9,41,74,61,7.4,0.63,Respiratory,0,1
2023-12-28,Thursday,December,2023,Night,157,19,1.27,94.9,162.5,42,85,15,15,0.078,4,35,63,53,5.7,0.64,Cardiac,0,0
2023-12-29,Friday,December,2023,Day,139,16,1.34,83.4,115.9,40,75,14,10,0.092,5,29,59,44,6.3,0.75,Psychiatric,0,0
2023-12-30,Saturday,December,2023,Evening,105,18,0.9,89.8,126.7,20,58,7,20,0.078,3,19,44,29,5.6,0.61,Abdominal,0,0
2023-12-31,Sunday,December,2023,Day,90,19,0.73,59.4,84.2,15,52,5,18,0.056,2,13,44,33,6.4,0.52,Other,0,0
